NAME      ,NATIONAL,KANTO,JOHTO,HOENN,TYPE 1  ,TYPE 2  ,SPECIES NAME        ,HEIGHT,WEIGHT,ABILITY 1    ,ABILITY 2    ,HIDDEN ABILITY,HP,ATK,DEF,SPATK,SPDEF,SPEED,CATCH,FRIENDLY,EXP GIVEN,GROWTH,EGG 1        ,EGG 2     ,GENDER,EGG CYCLES,BABY,HP ,ATK,DEF,SPATK,SPDEF,SPEED,TOTAL,BODY              ,COLOR ,DESCRIPTION,FEMALE SPRITE
Scizor    ,212     ,     ,111  ,     ,Steel   ,Bug     ,Pincer Pokémon      ,1.80  ,118.00,Swarm        ,Technician   ,Light Metal   ,0 ,2  ,0  ,0    ,0    ,0    ,25   ,70      ,175      ,MF    ,Bug          ,          ,0.5   ,25        ,0   ,70 ,130,100,55   ,80   ,65   ,500  ,Polypterygotus    ,Red   ,           ,TRUE
Shuckle   ,213     ,     ,166  ,     ,Bug     ,Rock    ,Mold Pokémon        ,0.60  ,20.50 ,Sturdy       ,Gluttony     ,Contrary      ,0 ,0  ,1  ,0    ,1    ,0    ,190  ,70      ,177      ,MS    ,Bug          ,          ,0.5   ,20        ,0   ,20 ,10 ,230,10   ,230  ,5    ,505  ,Insectoid         ,Yellow,           ,FALSE
Heracross ,214     ,     ,113  ,168  ,Bug     ,Fighting,Single Horn Pokémon ,1.50  ,54.00 ,Swarm        ,Guts         ,Moxie         ,0 ,2  ,0  ,0    ,0    ,0    ,45   ,70      ,175      ,SL    ,Bug          ,          ,0.5   ,25        ,0   ,80 ,125,75 ,40   ,95   ,85   ,500  ,Androform         ,Blue  ,           ,TRUE
Sneasel   ,215     ,     ,213  ,     ,Dark    ,Ice     ,Sharp Claw Pokémon  ,0.90  ,28.00 ,Inner Focus  ,Keen Eye     ,Pickpocket    ,0 ,0  ,0  ,0    ,0    ,1    ,60   ,35      ,86       ,MS    ,Ground       ,          ,0.5   ,20        ,0   ,55 ,95 ,55 ,35   ,75   ,115  ,430  ,Androcaudal       ,Black ,           ,TRUE
Teddiursa ,216     ,     ,193  ,     ,Normal  ,        ,Little Bear Pokémon ,0.60  ,8.80  ,Pickup       ,Quick Feet   ,Honey Gather  ,0 ,1  ,0  ,0    ,0    ,0    ,120  ,70      ,66       ,MF    ,Ground       ,          ,0.5   ,20        ,0   ,60 ,80 ,50 ,50   ,50   ,40   ,330  ,Androcaudal       ,Brown ,           ,FALSE
Ursaring  ,217     ,     ,194  ,     ,Normal  ,        ,Hibernator Pokémon  ,1.80  ,125.80,Guts         ,Quick Feet   ,Unnerve       ,0 ,2  ,0  ,0    ,0    ,0    ,60   ,70      ,175      ,MF    ,Ground       ,          ,0.5   ,20        ,0   ,90 ,130,75 ,75   ,75   ,55   ,500  ,Androcaudal       ,Brown ,           ,TRUE
Slugma    ,218     ,     ,211  ,103  ,Fire    ,        ,Lava Pokémon        ,0.70  ,35.00 ,Magma Armor  ,Flame Body   ,Weak Armor    ,0 ,0  ,0  ,1    ,0    ,0    ,190  ,70      ,50       ,MF    ,Indeterminate,          ,0.5   ,20        ,0   ,40 ,40 ,40 ,70   ,40   ,20   ,250  ,Serpentine        ,Red   ,           ,FALSE
Magcargo  ,219     ,     ,212  ,104  ,Fire    ,Rock    ,Lava Pokémon        ,0.80  ,55.00 ,Magma Armor  ,Flame Body   ,Weak Armor    ,0 ,0  ,2  ,0    ,0    ,0    ,75   ,70      ,144      ,MF    ,Indeterminate,          ,0.5   ,20        ,0   ,50 ,50 ,120,80   ,80   ,30   ,410  ,Serpentine        ,Red   ,           ,FALSE
Swinub    ,220     ,     ,191  ,     ,Ice     ,Ground  ,Pig Pokémon         ,0.40  ,6.50  ,Oblivious    ,Snow Cloak   ,Thick Fat     ,0 ,1  ,0  ,0    ,0    ,0    ,225  ,70      ,50       ,SL    ,Ground       ,          ,0.5   ,20        ,0   ,50 ,50 ,40 ,30   ,30   ,50   ,250  ,Quadruped         ,Brown ,           ,FALSE
Piloswine ,221     ,     ,192  ,     ,Ice     ,Ground  ,Swine Pokémon       ,1.10  ,55.80 ,Oblivious    ,Snow Cloak   ,Thick Fat     ,1 ,1  ,0  ,0    ,0    ,0    ,75   ,70      ,158      ,SL    ,Ground       ,          ,0.5   ,20        ,0   ,100,100,80 ,60   ,60   ,50   ,450  ,Quadruped         ,Brown ,           ,TRUE
Corsola   ,222     ,     ,171  ,180  ,Water   ,Rock    ,Coral Pokémon       ,0.60  ,5.00  ,Hustle       ,Natural Cure ,Regenerator   ,0 ,0  ,1  ,0    ,1    ,0    ,60   ,70      ,133      ,FA    ,Water1       ,Water3    ,0.25  ,20        ,0   ,55 ,55 ,85 ,65   ,85   ,35   ,380  ,Insectoid         ,Pink  ,           ,FALSE
Remoraid  ,223     ,     ,172  ,     ,Water   ,        ,Jet Pokémon         ,0.60  ,12.00 ,Hustle       ,Sniper       ,Moody         ,0 ,0  ,0  ,1    ,0    ,0    ,190  ,70      ,60       ,MF    ,Water1       ,Water2    ,0.5   ,20        ,0   ,35 ,65 ,35 ,65   ,35   ,65   ,300  ,Pinniped          ,Gray  ,           ,FALSE
Octillery ,224     ,     ,173  ,     ,Water   ,        ,Jet Pokémon         ,0.90  ,28.50 ,Suction Cups ,Sniper       ,Moody         ,0 ,1  ,0  ,1    ,0    ,0    ,75   ,70      ,168      ,MF    ,Water1       ,Water2    ,0.5   ,20        ,0   ,75 ,105,75 ,105  ,75   ,45   ,480  ,Cephalopod        ,Red   ,           ,TRUE
Delibird  ,225     ,     ,190  ,     ,Ice     ,Flying  ,Delivery Pokémon    ,0.90  ,16.00 ,Vital Spirit ,Hustle       ,Insomnia      ,0 ,0  ,0  ,0    ,0    ,1    ,45   ,70      ,116      ,FA    ,Water1       ,Ground    ,0.5   ,20        ,0   ,45 ,55 ,45 ,65   ,45   ,75   ,330  ,Diplopterygotus   ,Red   ,           ,FALSE
Mantine   ,226     ,     ,197  ,     ,Water   ,Flying  ,Kite Pokémon        ,2.10  ,220.00,Swift Swim   ,Water Absorb ,Water Veil    ,0 ,0  ,0  ,0    ,2    ,0    ,25   ,70      ,163      ,SL    ,Water1       ,          ,0.5   ,25        ,0   ,65 ,40 ,70 ,80   ,140  ,70   ,465  ,Diplopterygotus   ,Purple,           ,FALSE
Skarmory  ,227     ,     ,198  ,115  ,Steel   ,Flying  ,Armor Bird Pokémon  ,1.70  ,50.50 ,Keen Eye     ,Sturdy       ,Weak Armor    ,0 ,0  ,2  ,0    ,0    ,0    ,25   ,70      ,163      ,SL    ,Flying       ,          ,0.5   ,25        ,0   ,65 ,80 ,140,40   ,70   ,70   ,465  ,Diplopterygotus   ,Gray  ,           ,FALSE
Houndour  ,228     ,     ,209  ,     ,Dark    ,Fire    ,Dark Pokémon        ,0.60  ,10.80 ,Early Bird   ,Flash Fire   ,Unnerve       ,0 ,0  ,0  ,1    ,0    ,0    ,120  ,35      ,66       ,SL    ,Ground       ,          ,0.5   ,20        ,0   ,45 ,60 ,30 ,80   ,50   ,65   ,330  ,Quadruped         ,Black ,           ,FALSE
Houndoom  ,229     ,     ,210  ,     ,Dark    ,Fire    ,Dark Pokémon        ,1.40  ,35.00 ,Early Bird   ,Flash Fire   ,Unnerve       ,0 ,0  ,0  ,2    ,0    ,0    ,45   ,35      ,175      ,SL    ,Ground       ,          ,0.5   ,20        ,0   ,75 ,90 ,50 ,110  ,80   ,95   ,500  ,Quadruped         ,Black ,           ,TRUE
Kingdra   ,230     ,     ,188  ,186  ,Dragon  ,Water   ,Dragon Pokémon      ,1.80  ,152.00,Swift Swim   ,Sniper       ,Damp          ,0 ,1  ,0  ,1    ,1    ,0    ,45   ,70      ,243      ,MF    ,Water1       ,Dragon    ,0.5   ,20        ,0   ,75 ,95 ,95 ,95   ,95   ,85   ,540  ,Somatoid          ,Blue  ,           ,FALSE
Phanpy    ,231     ,     ,195  ,165  ,Ground  ,        ,Long Nose Pokémon   ,0.50  ,33.50 ,Pickup       ,             ,Sand Veil     ,1 ,0  ,0  ,0    ,0    ,0    ,120  ,70      ,66       ,MF    ,Ground       ,          ,0.5   ,20        ,0   ,90 ,60 ,60 ,40   ,40   ,40   ,330  ,Quadruped         ,Blue  ,           ,FALSE
Donphan   ,232     ,     ,196  ,166  ,Ground  ,        ,Armor Pokémon       ,1.10  ,120.00,Sturdy       ,             ,Sand Veil     ,0 ,1  ,1  ,0    ,0    ,0    ,60   ,70      ,175      ,MF    ,Ground       ,          ,0.5   ,20        ,0   ,90 ,120,120,60   ,60   ,50   ,500  ,Quadruped         ,Gray  ,           ,TRUE
Porygon2  ,233     ,     ,216  ,     ,Normal  ,        ,Virtual Pokémon     ,0.60  ,32.50 ,Trace        ,Download     ,Analytic      ,0 ,0  ,0  ,2    ,0    ,0    ,45   ,70      ,180      ,MF    ,Mineral      ,          ,-1    ,20        ,0   ,85 ,80 ,90 ,105  ,95   ,60   ,515  ,Asomaticcephalopod,Red   ,           ,FALSE
Stantler  ,234     ,     ,129  ,     ,Normal  ,        ,Big Horn Pokémon    ,1.40  ,71.20 ,Intimidate   ,Frisk        ,Sap Sipper    ,0 ,1  ,0  ,0    ,0    ,0    ,45   ,70      ,163      ,SL    ,Ground       ,          ,0.5   ,20        ,0   ,73 ,95 ,62 ,85   ,65   ,85   ,465  ,Quadruped         ,Brown ,           ,FALSE
Smeargle  ,235     ,     ,157  ,     ,Normal  ,        ,Painter Pokémon     ,1.20  ,58.00 ,Own Tempo    ,Technician   ,Moody         ,0 ,0  ,0  ,0    ,0    ,1    ,45   ,70      ,88       ,FA    ,Ground       ,          ,0.5   ,20        ,0   ,55 ,20 ,35 ,20   ,45   ,75   ,250  ,Androcaudal       ,White ,           ,FALSE
Tyrogue   ,236     ,     ,143  ,     ,Fighting,        ,Scuffle Pokémon     ,0.70  ,21.00 ,Guts         ,Steadfast    ,Vital Spirit  ,0 ,1  ,0  ,0    ,0    ,0    ,75   ,70      ,42       ,MF    ,Undiscovered ,          ,1     ,25        ,1   ,35 ,35 ,35 ,35   ,35   ,35   ,210  ,Androform         ,Purple,           ,FALSE
Hitmontop ,237     ,     ,146  ,     ,Fighting,        ,Handstand Pokémon   ,1.40  ,48.00 ,Intimidate   ,Technician   ,Steadfast     ,0 ,0  ,0  ,0    ,2    ,0    ,45   ,70      ,159      ,MF    ,Human-like   ,          ,1     ,25        ,0   ,50 ,95 ,95 ,35   ,110  ,70   ,455  ,Androcaudal       ,Brown ,           ,FALSE
Smoochum  ,238     ,     ,152  ,     ,Psychic ,Ice     ,Kiss Pokémon        ,0.40  ,6.00  ,Oblivious    ,Forewarn     ,Hydration     ,0 ,0  ,0  ,1    ,0    ,0    ,45   ,70      ,61       ,MF    ,Undiscovered ,          ,0     ,25        ,1   ,45 ,30 ,15 ,85   ,65   ,65   ,305  ,Androform         ,Pink  ,           ,FALSE
Elekid    ,239     ,     ,154  ,     ,Electric,        ,Electric Pokémon    ,0.60  ,23.50 ,Static       ,             ,Vital Spirit  ,0 ,0  ,0  ,0    ,0    ,1    ,45   ,70      ,72       ,MF    ,Undiscovered ,          ,0.75  ,25        ,1   ,45 ,63 ,37 ,65   ,55   ,95   ,360  ,Androform         ,Yellow,           ,FALSE
Magby     ,240     ,     ,150  ,     ,Fire    ,        ,Live Coal Pokémon   ,0.70  ,21.40 ,Flame Body   ,             ,Vital Spirit  ,0 ,0  ,0  ,0    ,0    ,1    ,45   ,70      ,73       ,MF    ,Undiscovered ,          ,0.75  ,25        ,1   ,45 ,75 ,37 ,70   ,55   ,83   ,365  ,Androcaudal       ,Red   ,           ,FALSE
Miltank   ,241     ,     ,149  ,     ,Normal  ,        ,Milk Cow Pokémon    ,1.20  ,75.50 ,Thick Fat    ,Scrappy      ,Sap Sipper    ,0 ,0  ,2  ,0    ,0    ,0    ,45   ,70      ,172      ,SL    ,Ground       ,          ,0     ,20        ,0   ,95 ,80 ,105,40   ,70   ,100  ,490  ,Androcaudal       ,Pink  ,           ,FALSE
Blissey   ,242     ,     ,218  ,     ,Normal  ,        ,Happiness Pokémon   ,1.50  ,46.80 ,Natural Cure ,Serene Grace ,Healer        ,3 ,0  ,0  ,0    ,0    ,0    ,30   ,140     ,608      ,FA    ,Fairy        ,          ,0     ,40        ,0   ,255,10 ,10 ,75   ,135  ,55   ,540  ,Androform         ,Pink  ,           ,FALSE
Raikou    ,243     ,     ,238  ,     ,Electric,        ,Thunder Pokémon     ,1.90  ,178.00,Pressure     ,             ,Volt Absorb   ,0 ,0  ,0  ,1    ,0    ,2    ,3    ,35      ,261      ,SL    ,Undiscovered ,          ,-1    ,80        ,0   ,90 ,85 ,75 ,115  ,100  ,115  ,580  ,Quadruped         ,Yellow,           ,FALSE
Entei     ,244     ,     ,239  ,     ,Fire    ,        ,Volcano Pokémon     ,2.10  ,198.00,Pressure     ,             ,Flash Fire    ,1 ,2  ,0  ,0    ,0    ,0    ,3    ,35      ,261      ,SL    ,Undiscovered ,          ,-1    ,80        ,0   ,115,115,85 ,90   ,75   ,100  ,580  ,Quadruped         ,Brown ,           ,FALSE
Suicune   ,245     ,     ,240  ,     ,Water   ,        ,Aurora Pokémon      ,2.00  ,187.00,Pressure     ,             ,Water Absorb  ,0 ,0  ,1  ,0    ,2    ,0    ,3    ,35      ,261      ,SL    ,Undiscovered ,          ,-1    ,80        ,0   ,100,75 ,115,90   ,115  ,85   ,580  ,Quadruped         ,Blue  ,           ,FALSE
Larvitar  ,246     ,     ,244  ,     ,Rock    ,Ground  ,Rock Skin Pokémon   ,0.60  ,72.00 ,Guts         ,             ,Sand Veil     ,0 ,1  ,0  ,0    ,0    ,0    ,45   ,35      ,60       ,SL    ,Monster      ,          ,0.5   ,40        ,0   ,50 ,64 ,50 ,45   ,50   ,41   ,300  ,Androcaudal       ,Green ,           ,FALSE
Pupitar   ,247     ,     ,245  ,     ,Rock    ,Ground  ,Hard Shell Pokémon  ,1.20  ,152.00,Shed Skin    ,             ,              ,0 ,2  ,0  ,0    ,0    ,0    ,45   ,35      ,144      ,SL    ,Monster      ,          ,0.5   ,40        ,0   ,70 ,84 ,70 ,65   ,70   ,51   ,410  ,Serpentine        ,Gray  ,           ,FALSE
Tyranitar ,248     ,     ,246  ,     ,Dark    ,Rock    ,Armor Pokémon       ,2.00  ,202.00,Sand Stream  ,             ,Unnerve       ,0 ,3  ,0  ,0    ,0    ,0    ,45   ,35      ,270      ,SL    ,Monster      ,          ,0.5   ,40        ,0   ,100,134,110,95   ,100  ,61   ,600  ,Androcaudal       ,Green ,           ,FALSE
Lugia     ,249     ,     ,247  ,     ,Psychic ,Flying  ,Diving Pokémon      ,5.20  ,216.00,Pressure     ,             ,Multiscale    ,0 ,0  ,0  ,0    ,3    ,0    ,3    ,0       ,306      ,SL    ,Undiscovered ,          ,-1    ,120       ,0   ,106,90 ,130,90   ,154  ,110  ,680  ,Diplopterygotus   ,White ,           ,FALSE
Ho-oh     ,250     ,     ,248  ,     ,Fire    ,Flying  ,Rainbow Pokémon     ,3.80  ,199.00,Pressure     ,             ,Regenerator   ,0 ,0  ,0  ,0    ,3    ,0    ,3    ,0       ,306      ,SL    ,Undiscovered ,          ,-1    ,120       ,0   ,106,130,90 ,110  ,154  ,90   ,680  ,Diplopterygotus   ,Red   ,           ,FALSE
Celebi    ,251     ,     ,251  ,     ,Psychic ,Grass   ,Time Travel Pokémon ,0.60  ,5.00  ,Natural Cure ,             ,              ,3 ,0  ,0  ,0    ,0    ,0    ,45   ,100     ,270      ,MS    ,Undiscovered ,          ,-1    ,120       ,0   ,100,100,100,100  ,100  ,100  ,600  ,Androform         ,Green ,           ,FALSE
Treecko   ,252     ,     ,     ,1    ,Grass   ,        ,Wood Gecko Pokémon  ,0.50  ,5.00  ,Overgrow     ,             ,Unburden      ,0 ,0  ,0  ,0    ,0    ,1    ,45   ,70      ,62       ,MS    ,Monster      ,Dragon    ,0.875 ,20        ,0   ,40 ,45 ,35 ,65   ,55   ,70   ,310  ,Androcaudal       ,Green ,           ,FALSE
Grovyle   ,253     ,     ,     ,2    ,Grass   ,        ,Wood Gecko Pokémon  ,0.90  ,21.60 ,Overgrow     ,             ,Unburden      ,0 ,0  ,0  ,0    ,0    ,2    ,45   ,70      ,142      ,MS    ,Monster      ,Dragon    ,0.875 ,20        ,0   ,50 ,65 ,45 ,85   ,65   ,95   ,405  ,Androcaudal       ,Green ,           ,FALSE
Sceptile  ,254     ,     ,     ,3    ,Grass   ,        ,Forest Pokémon      ,1.70  ,52.20 ,Overgrow     ,             ,Unburden      ,0 ,0  ,0  ,0    ,0    ,3    ,45   ,70      ,239      ,MS    ,Monster      ,Dragon    ,0.875 ,20        ,0   ,70 ,85 ,65 ,105  ,85   ,120  ,530  ,Androcaudal       ,Green ,           ,FALSE
Torchic   ,255     ,     ,     ,4    ,Fire    ,        ,Chick Pokémon       ,0.40  ,2.50  ,Blaze        ,             ,Speed Boost   ,0 ,0  ,0  ,1    ,0    ,0    ,45   ,70      ,62       ,MS    ,Ground       ,          ,0.875 ,20        ,0   ,45 ,60 ,40 ,70   ,50   ,45   ,310  ,Asomaticcephalopod,Red   ,           ,TRUE
Combusken ,256     ,     ,     ,5    ,Fire    ,Fighting,Young Fowl Pokémon  ,0.90  ,19.50 ,Blaze        ,             ,Speed Boost   ,0 ,1  ,0  ,1    ,0    ,0    ,45   ,70      ,142      ,MS    ,Ground       ,          ,0.875 ,20        ,0   ,60 ,85 ,60 ,85   ,60   ,55   ,405  ,Androcaudal       ,Red   ,           ,TRUE
Blaziken  ,257     ,     ,     ,6    ,Fire    ,Fighting,Blaze Pokémon       ,1.90  ,52.00 ,Blaze        ,             ,Speed Boost   ,0 ,3  ,0  ,0    ,0    ,0    ,45   ,70      ,239      ,MS    ,Ground       ,          ,0.875 ,20        ,0   ,80 ,120,70 ,110  ,70   ,80   ,530  ,Androcaudal       ,Red   ,           ,TRUE
Mudkip    ,258     ,     ,     ,7    ,Water   ,        ,Mud Fish Pokémon    ,0.40  ,7.60  ,Torrent      ,             ,Damp          ,0 ,1  ,0  ,0    ,0    ,0    ,45   ,70      ,62       ,MS    ,Monster      ,Water1    ,0.875 ,20        ,0   ,50 ,70 ,50 ,50   ,50   ,40   ,310  ,Quadruped         ,Blue  ,           ,FALSE
Marshtomp ,259     ,     ,     ,8    ,Water   ,Ground  ,Mud Fish Pokémon    ,0.70  ,28.00 ,Torrent      ,             ,Damp          ,0 ,2  ,0  ,0    ,0    ,0    ,45   ,70      ,142      ,MS    ,Monster      ,Water1    ,0.875 ,20        ,0   ,70 ,85 ,70 ,60   ,70   ,50   ,405  ,Androcaudal       ,Blue  ,           ,FALSE
Swampert  ,260     ,     ,     ,9    ,Water   ,Ground  ,Mud Fish Pokémon    ,1.50  ,81.90 ,Torrent      ,             ,Damp          ,0 ,3  ,0  ,0    ,0    ,0    ,45   ,70      ,241      ,MS    ,Monster      ,Water1    ,0.875 ,20        ,0   ,100,110,90 ,85   ,90   ,60   ,535  ,Androcaudal       ,Blue  ,           ,FALSE
Poochyena ,261     ,     ,     ,10   ,Dark    ,        ,Bite Pokémon        ,0.50  ,13.60 ,Run Away     ,Quick Feet   ,Rattled       ,0 ,1  ,0  ,0    ,0    ,0    ,255  ,70      ,44       ,MF    ,Ground       ,          ,0.5   ,15        ,0   ,35 ,55 ,35 ,30   ,30   ,35   ,220  ,Quadruped         ,Gray  ,           ,FALSE
Mightyena ,262     ,     ,     ,11   ,Dark    ,        ,Bite Pokémon        ,1.00  ,37.00 ,Intimidate   ,Quick Feet   ,Moxie         ,0 ,2  ,0  ,0    ,0    ,0    ,127  ,70      ,147      ,MF    ,Ground       ,          ,0.5   ,15        ,0   ,70 ,90 ,70 ,60   ,60   ,70   ,420  ,Quadruped         ,Gray  ,           ,FALSE
Zigzagoon ,263     ,     ,     ,12   ,Normal  ,        ,Tiny Raccoon Pokémon,0.40  ,17.50 ,Pickup       ,Gluttony     ,Quick Feet    ,0 ,0  ,0  ,0    ,0    ,1    ,255  ,70      ,48       ,MF    ,Ground       ,          ,0.5   ,15        ,0   ,38 ,30 ,41 ,30   ,41   ,60   ,240  ,Quadruped         ,Brown ,           ,FALSE
Linoone   ,264     ,     ,     ,13   ,Normal  ,        ,Rushing Pokémon     ,0.50  ,32.50 ,Pickup       ,Gluttony     ,Quick Feet    ,0 ,0  ,0  ,0    ,0    ,2    ,90   ,70      ,147      ,MF    ,Ground       ,          ,0.5   ,15        ,0   ,78 ,70 ,61 ,50   ,61   ,100  ,420  ,Quadruped         ,White ,           ,FALSE
Wurmple   ,265     ,     ,     ,14   ,Bug     ,        ,Worm Pokémon        ,0.30  ,3.60  ,Shield Dust  ,             ,Run Away      ,1 ,0  ,0  ,0    ,0    ,0    ,255  ,70      ,39       ,MF    ,Bug          ,          ,0.5   ,15        ,0   ,45 ,45 ,35 ,20   ,30   ,20   ,195  ,Serpentine        ,Red   ,           ,FALSE
Silcoon   ,266     ,     ,     ,15   ,Bug     ,        ,Cocoon Pokémon      ,0.60  ,10.00 ,Shed Skin    ,             ,              ,0 ,0  ,2  ,0    ,0    ,0    ,120  ,70      ,72       ,MF    ,Bug          ,          ,0.5   ,15        ,0   ,50 ,35 ,55 ,25   ,25   ,15   ,205  ,Cephaloform       ,White ,           ,FALSE
Beautifly ,267     ,     ,     ,16   ,Bug     ,Flying  ,Butterfly Pokémon   ,1.00  ,28.40 ,Swarm        ,             ,Rivalry       ,0 ,0  ,0  ,3    ,0    ,0    ,45   ,70      ,173      ,MF    ,Bug          ,          ,0.5   ,15        ,0   ,60 ,70 ,50 ,100  ,50   ,65   ,395  ,Polypterygotus    ,Yellow,           ,TRUE
Cascoon   ,268     ,     ,     ,17   ,Bug     ,        ,Cocoon Pokémon      ,0.70  ,11.50 ,Shed Skin    ,             ,              ,0 ,0  ,2  ,0    ,0    ,0    ,120  ,70      ,41       ,MF    ,Bug          ,          ,0.5   ,15        ,0   ,50 ,35 ,55 ,25   ,25   ,15   ,205  ,Cephaloform       ,Purple,           ,FALSE
Dustox    ,269     ,     ,     ,18   ,Bug     ,Poison  ,Poison Moth Pokémon ,1.20  ,31.60 ,Shield Dust  ,             ,Compound Eyes ,0 ,0  ,0  ,0    ,3    ,0    ,45   ,70      ,135      ,MF    ,Bug          ,          ,0.5   ,15        ,0   ,60 ,50 ,70 ,50   ,90   ,65   ,385  ,Polypterygotus    ,Green ,           ,TRUE
Lotad     ,270     ,     ,     ,19   ,Grass   ,Water   ,Water Weed Pokémon  ,0.50  ,2.60  ,Swift Swim   ,Rain Dish    ,Own Tempo     ,0 ,0  ,0  ,0    ,1    ,0    ,255  ,70      ,44       ,MS    ,Water1       ,Plant     ,0.5   ,15        ,0   ,40 ,30 ,30 ,40   ,50   ,30   ,220  ,Insectoid         ,Green ,           ,FALSE
Lombre    ,271     ,     ,     ,20   ,Grass   ,Water   ,Jolly Pokémon       ,1.20  ,32.50 ,Swift Swim   ,Rain Dish    ,Own Tempo     ,0 ,0  ,0  ,0    ,2    ,0    ,120  ,70      ,119      ,MS    ,Water1       ,Plant     ,0.5   ,15        ,0   ,60 ,50 ,50 ,60   ,70   ,50   ,340  ,Androform         ,Green ,           ,FALSE
Ludicolo  ,272     ,     ,     ,21   ,Grass   ,Water   ,Carefree Pokémon    ,1.50  ,55.00 ,Swift Swim   ,Rain Dish    ,Own Tempo     ,0 ,0  ,0  ,0    ,3    ,0    ,45   ,70      ,216      ,MS    ,Water1       ,Plant     ,0.5   ,15        ,0   ,80 ,70 ,70 ,90   ,100  ,70   ,480  ,Androform         ,Green ,           ,TRUE
Seedot    ,273     ,     ,     ,22   ,Grass   ,        ,Acorn Pokémon       ,0.50  ,4.00  ,Chlorophyll  ,Early Bird   ,Pickpocket    ,0 ,0  ,1  ,0    ,0    ,0    ,255  ,70      ,44       ,MS    ,Ground       ,Plant     ,0.5   ,15        ,0   ,40 ,40 ,50 ,30   ,30   ,30   ,220  ,Asomaticcephalopod,Brown ,           ,FALSE
Nuzleaf   ,274     ,     ,     ,23   ,Dark    ,Grass   ,Wily Pokémon        ,1.00  ,28.00 ,Chlorophyll  ,Early Bird   ,Pickpocket    ,0 ,2  ,0  ,0    ,0    ,0    ,120  ,70      ,119      ,MS    ,Ground       ,Plant     ,0.5   ,15        ,0   ,70 ,70 ,40 ,60   ,40   ,60   ,340  ,Androform         ,Brown ,           ,TRUE
Shiftry   ,275     ,     ,     ,24   ,Dark    ,Grass   ,Wicked Pokémon      ,1.30  ,59.60 ,Chlorophyll  ,Early Bird   ,Pickpocket    ,0 ,3  ,0  ,0    ,0    ,0    ,45   ,70      ,216      ,MS    ,Ground       ,Plant     ,0.5   ,15        ,0   ,90 ,100,60 ,90   ,60   ,80   ,480  ,Androform         ,Brown ,           ,TRUE
Taillow   ,276     ,     ,     ,25   ,Flying  ,Normal  ,Tiny Swallow Pokémon,0.30  ,2.30  ,Guts         ,             ,Scrappy       ,0 ,0  ,0  ,0    ,0    ,1    ,200  ,70      ,54       ,MS    ,Flying       ,          ,0.5   ,15        ,0   ,40 ,55 ,30 ,30   ,30   ,85   ,270  ,Diplopterygotus   ,Blue  ,           ,FALSE
Swellow   ,277     ,     ,     ,26   ,Flying  ,Normal  ,Swallow Pokémon     ,0.70  ,19.80 ,Guts         ,             ,Scrappy       ,0 ,0  ,0  ,0    ,0    ,2    ,45   ,70      ,151      ,MS    ,Flying       ,          ,0.5   ,15        ,0   ,60 ,85 ,60 ,50   ,50   ,125  ,430  ,Diplopterygotus   ,Blue  ,           ,FALSE
Wingull   ,278     ,     ,     ,27   ,Water   ,Flying  ,Seagull Pokémon     ,0.60  ,9.50  ,Keen Eye     ,             ,Rain Dish     ,0 ,0  ,0  ,0    ,0    ,1    ,190  ,70      ,54       ,MF    ,Water1       ,Flying    ,0.5   ,20        ,0   ,40 ,30 ,30 ,55   ,30   ,85   ,270  ,Diplopterygotus   ,White ,           ,FALSE
Pelipper  ,279     ,     ,     ,28   ,Water   ,Flying  ,Water Bird Pokémon  ,1.20  ,28.00 ,Keen Eye     ,             ,Rain Dish     ,0 ,0  ,2  ,0    ,0    ,0    ,45   ,70      ,151      ,MF    ,Water1       ,Flying    ,0.5   ,20        ,0   ,60 ,50 ,100,85   ,70   ,65   ,430  ,Diplopterygotus   ,Yellow,           ,FALSE
Ralts     ,280     ,     ,     ,29   ,Psychic ,Fairy   ,Feeling Pokémon     ,0.40  ,6.60  ,Synchronize  ,Trace        ,Telepathy     ,0 ,0  ,0  ,1    ,0    ,0    ,235  ,35      ,40       ,SL    ,Indeterminate,          ,0.5   ,20        ,0   ,28 ,25 ,25 ,45   ,35   ,40   ,198  ,Androform         ,White ,           ,FALSE
Kirlia    ,281     ,     ,     ,30   ,Psychic ,Fairy   ,Emotion Pokémon     ,0.80  ,20.20 ,Synchronize  ,Trace        ,Telepathy     ,0 ,0  ,0  ,2    ,0    ,0    ,120  ,35      ,97       ,SL    ,Indeterminate,          ,0.5   ,20        ,0   ,38 ,35 ,35 ,65   ,55   ,50   ,278  ,Androform         ,White ,           ,FALSE
Gardevoir ,282     ,     ,     ,31   ,Psychic ,Fairy   ,Embrace Pokémon     ,1.60  ,48.40 ,Synchronize  ,Trace        ,Telepathy     ,0 ,0  ,0  ,3    ,0    ,0    ,45   ,35      ,233      ,SL    ,Indeterminate,          ,0.5   ,20        ,0   ,68 ,65 ,65 ,125  ,115  ,80   ,518  ,Androform         ,White ,           ,FALSE
Surskit   ,283     ,     ,     ,32   ,Water   ,Bug     ,Pond Skater Pokémon ,0.50  ,1.70  ,Swift Swim   ,             ,Rain Dish     ,0 ,0  ,0  ,0    ,0    ,1    ,200  ,70      ,54       ,MF    ,Water1       ,Bug       ,0.5   ,15        ,0   ,40 ,30 ,32 ,50   ,52   ,65   ,269  ,Insectoid         ,Blue  ,           ,FALSE
