GAME_ID,REAL_ID,INTERNAL NAME ,NAME          ,GENERATION,TYPE    ,CATEGORY,CONTEST  ,PP,POWER,ACCURACY,TARGET      ,PRIORITY,FLAGS      ,PRIMARY FUNCTION,FLAVOR TEXT                     ,EFFECT 1   ,VAL 1,EFFECT 2,VAL 2,CHANCE,EFFECT TARGET,EFFECT DESCRIPTION                                                                                                                           ,MOVE DESCRIPTION
303    ,       ,SLACK_OFF     ,Slack Off     ,III       ,Normal  ,Status  ,Cute     ,10,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,hpp        ,50   ,        ,     ,1     ,self         ,User recovers half its max HP.                                                                                                               ,
208    ,       ,MILK_DRINK    ,Milk Drink    ,II        ,Normal  ,Status  ,Cute     ,10,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,hpp        ,50   ,        ,     ,1     ,self         ,User recovers half its max HP.                                                                                                               ,
105    ,       ,RECOVER       ,Recover       ,I         ,Normal  ,Status  ,Clever   ,10,—    ,—       ,USER        ,0       ,b          ,status          ,                                ,hpp        ,50   ,        ,     ,1     ,self         ,User recovers half its max HP.                                                                                                               ,
135    ,       ,SOFT_BOILED   ,Soft-Boiled   ,I         ,Normal  ,Status  ,Cute     ,10,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,hpp        ,50   ,        ,     ,1     ,self         ,User recovers half its max HP.                                                                                                               ,
156    ,       ,REST          ,Rest          ,I         ,Psychic ,Status  ,Cute     ,10,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,hpp        ,100  ,sleep   ,2    ,1     ,self         ,"User sleeps for 2 turns, but user is fully healed."                                                                                         ,
78     ,       ,STUN_SPORE    ,Stun Spore    ,I         ,Grass   ,Status  ,Clever   ,30,—    ,75%     ,ANY_ADJ     ,0       ,b c e j    ,status          ,                                ,paralyze   ,     ,        ,     ,1     ,target       ,Paralyzes opponent.                                                                                                                          ,
86     ,       ,THUNDER_WAVE  ,Thunder Wave  ,I         ,Electric,Status  ,Cool     ,20,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,paralyze   ,     ,        ,     ,1     ,target       ,Paralyzes opponent.                                                                                                                          ,
137    ,       ,GLARE         ,Glare         ,I         ,Normal  ,Status  ,Tough    ,30,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,paralyze   ,     ,        ,     ,1     ,target       ,Paralyzes opponent.                                                                                                                          ,
77     ,       ,POISON_POWDER ,Poison Powder ,I         ,Poison  ,Status  ,Clever   ,35,—    ,75%     ,ANY_ADJ     ,0       ,b c e j    ,status          ,                                ,poison     ,1    ,        ,     ,1     ,target       ,Poisons opponent.                                                                                                                            ,
139    ,       ,POISON_GAS    ,Poison Gas    ,I         ,Poison  ,Status  ,Clever   ,40,—    ,90%     ,ALL_ADJ_FOE ,0       ,b c e      ,status          ,                                ,poison     ,1    ,        ,     ,1     ,target       ,Poisons opponent.                                                                                                                            ,
92     ,       ,TOXIC         ,Toxic         ,I         ,Poison  ,Status  ,Clever   ,10,—    ,90%     ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,poison     ,2    ,        ,     ,1     ,target       ,Badly poisons opponent.                                                                                                                      ,
95     ,       ,HYPNOSIS      ,Hypnosis      ,I         ,Psychic ,Status  ,Clever   ,20,—    ,60%     ,ANY_ADJ     ,0       ,b e        ,status          ,                                ,sleep      ,1    ,        ,     ,1     ,target       ,Puts opponent to sleep.                                                                                                                      ,
294    ,       ,TAIL_GLOW     ,Tail Glow     ,III       ,Bug     ,Status  ,Beautiful,20,—    ,100%    ,USER        ,0       ,d          ,status          ,                                ,spatk      ,2    ,        ,     ,1     ,user         ,Sharply raises user's Special Attack.                                                                                                        ,
347    ,       ,CALM_MIND     ,Calm Mind     ,III       ,Psychic ,Status  ,Clever   ,20,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,spatk      ,1    ,spdef   ,1    ,1     ,user         ,Raises user's Special Attack and Special Defense.                                                                                            ,
81     ,       ,STRING_SHOT   ,String Shot   ,I         ,Bug     ,Status  ,Clever   ,40,—    ,95%     ,ALL_ADJ_FOE ,0       ,b c e      ,status          ,                                ,spd        ,-2   ,        ,     ,1     ,target       ,Sharply lowers opponent's Speed.                                                                                                             ,
97     ,       ,AGILITY       ,Agility       ,I         ,Psychic ,Status  ,Cool     ,30,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,spd        ,2    ,        ,     ,1     ,user         ,Sharply raises user's Speed.                                                                                                                 ,
178    ,       ,COTTON_SPORE  ,Cotton Spore  ,II        ,Grass   ,Status  ,Beautiful,40,—    ,100%    ,ALL_ADJ_FOE ,0       ,b c e j    ,status          ,                                ,spd        ,-2   ,        ,     ,1     ,target       ,Sharply lowers opponent's Speed.                                                                                                             ,
184    ,       ,SCARY_FACE    ,Scary Face    ,II        ,Normal  ,Status  ,Tough    ,10,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,spd        ,-2   ,        ,     ,1     ,target       ,Sharply lowers opponent's Speed.                                                                                                             ,
319    ,       ,METAL_SOUND   ,Metal Sound   ,III       ,Steel   ,Status  ,Clever   ,40,—    ,85%     ,ANY_ADJ     ,0       ,b e        ,status          ,                                ,spdef      ,-2   ,        ,     ,1     ,target       ,Sharply lowers opponent's Special Defense.                                                                                                   ,
313    ,       ,FAKE_TEARS    ,Fake Tears    ,III       ,Dark    ,Status  ,Cute     ,20,—    ,100%    ,ANY_ADJ     ,0       ,b e        ,status          ,                                ,spdef      ,-2   ,        ,     ,1     ,target       ,Sharply lowers opponent's Special Defense.                                                                                                   ,
169    ,       ,SPIDER_WEB    ,Spider Web    ,II        ,Bug     ,Status  ,Clever   ,10,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,trap       ,     ,        ,     ,      ,             ,Opponent cannot flee or switch.                                                                                                              ,
335    ,       ,BLOCK         ,Block         ,III       ,Normal  ,Status  ,Cute     ,5 ,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,trap       ,     ,        ,     ,      ,             ,Opponent cannot flee or switch.                                                                                                              ,
212    ,       ,MEAN_LOOK     ,Mean Look     ,II        ,Normal  ,Status  ,Beautiful,5 ,—    ,100%    ,ANY_ADJ     ,0       ,b e        ,status          ,                                ,trap       ,     ,        ,     ,      ,             ,Opponent cannot flee or switch.                                                                                                              ,
285    ,       ,SKILL_SWAP    ,Skill Swap    ,III       ,Psychic ,Status  ,Clever   ,10,—    ,100%    ,ANY_ADJ     ,0       ,b e        ,skillswap       ,                                ,           ,     ,        ,     ,      ,             ,User swaps Abilities with the opponent.                                                                                                      ,
286    ,       ,IMPRISON      ,Imprison      ,III       ,Psychic ,Status  ,Clever   ,10,—    ,100%    ,USER        ,0       ,b d        ,imprison        ,                                ,           ,     ,        ,     ,      ,             ,Opponent is unable to use moves that the user also knows.                                                                                    ,
288    ,       ,GRUDGE        ,Grudge        ,III       ,Ghost   ,Status  ,Tough    ,5 ,—    ,100%    ,USER        ,0       ,           ,grudge          ,                                ,           ,     ,        ,     ,      ,             ,"If the users faints after using this move, the PP for the opponent's last move is depleted."                                                ,
289    ,       ,SNATCH        ,Snatch        ,III       ,Dark    ,Status  ,Clever   ,10,—    ,100%    ,USER        ,4       ,           ,snatch          ,                                ,           ,     ,        ,     ,      ,             ,Steals the effects of the opponent's next move.                                                                                              ,
290    ,       ,SECRET_POWER  ,Secret Power  ,III       ,Normal  ,Physical,Clever   ,20,70   ,100%    ,ANY_ADJ     ,0       ,a b e      ,randmove        ,                                ,secret     ,     ,        ,     ,      ,             ,Effects of the attack vary with the location.                                                                                                ,
291    ,       ,DIVE          ,Dive          ,III       ,Water   ,Physical,Beautiful,10,80   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,prime           ,                                ,sinv       ,2    ,        ,     ,      ,             ,"Dives underwater on first turn, attacks on second turn."                                                                                    ,
293    ,       ,CAMOUFLAGE    ,Camouflage    ,III       ,Normal  ,Status  ,Clever   ,20,—    ,100%    ,USER        ,0       ,d          ,camouflage      ,                                ,           ,     ,        ,     ,      ,             ,Changes user's type according to the location.                                                                                               ,
301    ,       ,ICE_BALL      ,Ice Ball      ,III       ,Ice     ,Physical,Beautiful,20,30   ,90%     ,ANY_ADJ     ,0       ,b e f      ,rollout         ,                                ,           ,     ,        ,     ,      ,             ,Doubles in power each turn for 5 turns.                                                                                                      ,
307    ,       ,BLAST_BURN    ,Blast Burn    ,III       ,Fire    ,Special ,Beautiful,5 ,150  ,90%     ,ANY_ADJ     ,0       ,b e f      ,recharge        ,                                ,           ,     ,        ,     ,      ,             ,User must recharge next turn.                                                                                                                ,
308    ,       ,HYDRO_CANNON  ,Hydro Cannon  ,III       ,Water   ,Special ,Beautiful,5 ,150  ,90%     ,ANY_ADJ     ,0       ,b e f      ,recharge        ,                                ,           ,     ,        ,     ,      ,             ,User must recharge next turn.                                                                                                                ,
311    ,       ,WEATHER_BALL  ,Weather Ball  ,III       ,Normal  ,Special ,Beautiful,10,50   ,100%    ,ANY_ADJ     ,0       ,b e f      ,weather_ball    ,                                ,           ,     ,        ,     ,      ,             ,Move's power and type changes with the weather.                                                                                              ,
316    ,       ,ODOR_SLEUTH   ,Odor Sleuth   ,III       ,Normal  ,Status  ,Clever   ,40,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,identify        ,                                ,           ,     ,        ,     ,      ,             ,"Resets opponent's Evasiveness, Normal-type and Fighting-type attacks can now hit Ghosts, and Ghost-type attacks hit Normal."                ,
323    ,       ,WATER_SPOUT   ,Water Spout   ,III       ,Water   ,Special ,Beautiful,5 ,—    ,100%    ,ALL_ADJ_FOE ,0       ,b e        ,power           ,                                ,eruption   ,     ,        ,     ,      ,             ,Power increases with user's HP.                                                                                                              ,
329    ,       ,SHEER_COLD    ,Sheer Cold    ,III       ,Ice     ,Special ,Beautiful,5 ,—    ,30%     ,ANY_ADJ     ,0       ,b e        ,ohko            ,                                ,           ,     ,        ,     ,      ,             ,"One-Hit-KO, if it hits."                                                                                                                    ,
338    ,       ,FRENZY_PLANT  ,Frenzy Plant  ,III       ,Grass   ,Special ,Cool     ,5 ,150  ,90%     ,ANY_ADJ     ,0       ,b e f      ,recharge        ,                                ,           ,     ,        ,     ,      ,             ,User must recharge next turn.                                                                                                                ,
340    ,       ,BOUNCE        ,Bounce        ,III       ,Flying  ,Physical,Cute     ,5 ,85   ,85%     ,ANY         ,0       ,a b e f    ,prime           ,                                ,sinv       ,0    ,paralyze,     ,0.3   ,target       ,"Springs up on first turn, attacks on second. May paralyze opponent."                                                                        ,
353    ,       ,DOOM_DESIRE   ,Doom Desire   ,III       ,Steel   ,Special ,Beautiful,5 ,140  ,100%    ,ANY_ADJ     ,0       ,           ,delay           ,                                ,wait       ,2    ,attack  ,     ,      ,target       ,Damage occurs 2 turns later.                                                                                                                 ,
